Country Name,Country Code,Indicator Name,Indicator Code,2016,2017,2018,2019,2020
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18127.48261,17770.562,18074.19995,17957.76774,16315.90752
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4144.603632,4285.628756,4290.698282,4474.685805,4285.038164
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28322.10698,30064.50348,31978.53115,34233.31567,34406.2351
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3444.752447,3534.439411,3614.536398,3698.330329,3534.719007
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,34346.86733,34363.75463,35122.88848,36276.84236,35264.09763
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,31607.75424,33044.71674,34931.7846,36945.14148,34090.73126
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12041.72354,12590.54844,13135.69887,13149.03857,13064.30933
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6305.391803,6401.740891,6469.909098,6509.568335,5687.826475
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6958.134089,7291.233373,7589.694513,7649.569374,6738.158403
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,45762.15178,47588.82824,49644.77257,51243.88473,49400.34142
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,83102.3505,91738.7528,93154.2349,93771.12531,89935.26785
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24271.3661,27141.91933,29248.80932,32323.86684,31945.74966
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24128.08641,25926.44385,28681.78446,29188.85416,28213.44784
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1882.37238,1975.248661,2138.899699,2321.71859,2213.003654
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5458.397245,5773.980601,6218.553742,6508.00716,6130.752661
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,45484.43843,47306.22232,48735.4605,48948.174,46742.24456
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4503.773122,4327.782553,4448.841229,4362.609427,4243.781936
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3075.937351,3203.906368,3388.946311,3503.617548,3501.515601
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,89417.34902,95350.43567,100581.158,102573.4018,98483.342
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2548.629965,2663.939508,2762.416412,2773.512363,2618.086198
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1596.618799,1633.730738,1694.326473,1777.303893,1726.461867
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8038.629794,8454.052167,8822.550774,9147.261066,8417.350529
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,57455.56337,58867.01336,61006.8482,63420.32714,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,862.1464344,867.4542909,920.4500757,980.2747521,986.7254508
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15858.03564,16611.01686,17736.0068,18944.29551,19366.75554
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3799.14977,3863.454947,3963.38532,4035.192981,3902.442917
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3801.175604,3865.594862,3965.55928,4037.37496,3904.335905
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19197.21185,20440.67286,21020.89891,21465.97273,20168.82742
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3889.527518,3952.945394,4089.156666,4174.727272,4272.250469
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15062.44129,18283.68839,19461.97652,19841.80781,16728.51575
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29645.74189,30061.55147,31530.92023,32608.3608,32014.55326
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33936.04406,36507.55304,38917.04712,41197.3781,40124.26023
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,50430.25282,51947.95425,53553.31245,55337.87456,54929.52734
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8705.84317,8408.035915,8725.162793,9018.854282,8862.438736
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,38230.03186,37914.12297,36190.66391,,
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25681.31271,27309.76211,28190.47687,28778.79144,25758.01744
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26353.17023,27060.58966,28837.02644,30488.10517,22277.49785
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1664.512586,1587.032328,1614.168287,1646.428391,1601.761727
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12375.26928,13047.0841,14120.12069,15101.30117,15337.65515
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20621.89099,21925.39797,23350.52017,23986.72961,23685.6422
Togo,TGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1954.203573,2012.240693,2110.82642,2211.634935,2222.670302
Thailand,THA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16616.195,17422.95235,18530.21179,19233.86592,18226.0057
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3114.895558,3252.932655,3497.32358,3732.869068,3856.76065
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13862.27557,14205.02651,15201.77857,16195.53879,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15209.33118,15849.08287,16320.50412,16660.36495,15592.81656
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3130.590713,3177.485137,3168.419259,3780.044946,4139.750669
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10196.2097,10495.40885,10643.8919,10716.98867,10381.57595
Tonga,TON,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6195.840299,6467.124278,6565.223215,6647.858999,6692.649681
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5458.397245,5773.980601,6218.553742,6508.00716,6130.752661
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3801.175604,3865.594862,3965.55928,4037.37496,3904.335905
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26389.74167,26342.61666,26880.63872,26920.14473,25014.37676
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10993.62548,11234.48972,11658.72682,11899.95639,10818.81689
Turkey,TUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26512.01695,27913.81872,27946.36185,27303.22897,28113.73658
Tuvalu,TUV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3717.917274,3896.748473,4040.295911,4455.542635,4651.221147
Tanzania,TZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2479.3341,2530.603317,2652.391378,2772.929448,2780.055548
Uganda,UGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2092.475566,2074.652436,2175.808063,2275.214456,2293.480728
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11148.19655,11871.12362,12634.23555,13350.48232,13056.70207
Upper middle income,UMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15377.67274,16203.80089,17296.12505,18124.69183,18013.82802
Uruguay,URY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22454.39483,23009.87423,23588.15139,24006.78694,22785.19992
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,58021.4005,60109.65573,63064.41841,65279.52903,63413.51386
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6796.904892,6840.70986,7252.985197,7658.899559,7731.144448
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12456.04375,12245.12634,12765.30772,13017.33683,12700.28743
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Vietnam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6572.976234,7155.443187,7768.080218,8381.23932,8646.912276
Vanuatu,VUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2918.596027,3081.835198,3167.734975,3269.91478,3009.733927
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15560.67985,16207.49916,17008.3166,17598.44141,17082.78759
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6330.806285,6489.776786,6537.875205,6912.03646,6766.228447
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10007.68923,10436.16885,11013.39708,11797.11932,11383.40473
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
South Africa,ZAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13748.46142,13860.27017,14209.09383,14289.76,13355.59871
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3404.67399,3485.02178,3606.097632,3617.200014,3456.322534
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2806.469032,3795.642431,4017.221716,3783.547898,3536.034132
